PF10417.8 C-terminal_domain_of_1-Cys_peroxiredoxin
PF03963.13 Flagellar_hook_capping_protein_-_N-terminal_region
PF13860.5 FlgD_Ig-like_domain
PF13861.5 FlgD_Tudor-like_domain
PF02107.15 Flagellar_L-ring_protein
PF02119.15 Flagellar_P-ring_protein
PF04316.12 Anti-sigma-28_factor,FlgM
PF05130.11 FlgN_protein
PF16538.4 Flagellar_assembly_protein_T,C-terminal_domain
PF16539.4 Flagellar_assembly_protein_T,middle_domain
PF16548.4 Flagellar_assembly_protein_T,N-terminal_domain
PF06429.12 Flagellar_basal_body_rod_FlgEFG_protein_C-terminal
PF00460.19 Flagella_basal_body_rod_protein
PF02120.15 Flagellar_hook-length_control_protein_FliK
PF09479.9 Listeria-Bacteroides_repeat_domain_(List_Bact_rpt)
PF05280.10 Flagellar_transcriptional_activator_(FlhC)
PF05247.12 Flagellar_transcriptional_activator_(FlhD)
PF06366.12 Flagellar_protein_FlhE
PF12445.7 Flagellin_protein
PF12613.7 Flagellin_structural_protein
PF07195.11 Flagellar_hook-associated_protein_2_C-terminus
PF02465.17 Flagellar_hook-associated_protein_2_N-terminus
PF02049.17 Flagellar_hook-basal_body_complex_protein_FliE
PF01706.15 FliG_C-terminal_domain
PF14841.5 FliG_middle_domain
PF14842.5 FliG_N-terminal_domain
PF02108.15 Flagellar_assembly_protein_FliH
PF02050.15 Flagellar_FliJ_protein
PF03748.13 Flagellar_basal_body-associated_protein_FliL
PF10306.8 Hypothetical_protein_FLILHELTA
PF02154.14 Flagellar_motor_switch_protein_FliM
PF01052.19 Type_III_flagellar_switch_regulator_(C-ring)_FliN_C-term
PF16973.4 Flagellar_motor_switch_protein_FliN_N-terminal
PF04347.12 Flagellar_biosynthesis_protein,FliO
PF00813.19 FliP_family
PF02561.13 Flagellar_protein_FliS
PF16522.4 Flagellar_FLiS_export_co-chaperone,HP1076
PF05400.12 Flagellar_protein_FliT
PF02623.14 FliW_protein
PF10768.8 Class_II_flagellar_assembly_regulator
PF10182.8 Flo11_domain
PF00624.17 Flocculin_repeat
PF13928.5 Flocculin_type_3_repeat
PF15975.4 Flotillin
PF16982.4 Putative_Flagellin,Flp1-like,domain
PF02662.15 Methyl-viologen-reducing_hydrogenase,delta_subunit
PF05202.11 Recombinase_Flp_protein
PF04964.13 Flp/Fap_pilin_component
PF03930.13 Recombinase_Flp_protein_N-terminus
PF02947.13 flt3_ligand
PF04772.11 Influenza_B_matrix_protein_2_(BM2)
PF02942.13 Influenza_B_non-structural_protein_(NS1)
PF03506.12 Influenza_C_non-structural_protein_(NS1)
PF03555.13 Influenza_C_non-structural_protein_(NS2)
PF00598.18 Influenza_Matrix_protein_(M1)
PF08289.10 Influenza_Matrix_protein_(M1)_C-terminal_domain
PF00599.16 Influenza_Matrix_protein_(M2)
PF00506.17 Influenza_virus_nucleoprotein
PF00600.18 Influenza_non-structural_protein_(NS1)
PF00601.18 Influenza_non-structural_protein_(NS2)
PF00603.16 Influenza_RNA-dependent_RNA_polymerase_subunit_PA
PF00602.16 Influenza_RNA-dependent_RNA_polymerase_subunit_PB1
PF00604.16 Influenza_RNA-dependent_RNA_polymerase_subunit_PB2
PF14282.5 FlxA-like_protein
PF04500.15 FLYWCH_zinc_finger_domain
PF15423.5 FLYWCH-type_zinc_finger-containing_protein
PF16662.4 FLYWCH-type_zinc_finger-containing_protein_1
PF03069.14 Acetamidase/Formamidase_family
PF02663.13 FmdE,Molybdenum_formylmethanofuran_dehydrogenase_operon
PF04205.13 FMN-binding_domain
PF04299.11 Putative_FMN-binding_domain
PF01070.17 FMN-dependent_dehydrogenase
PF03358.14 NADPH-dependent_FMN_reductase
PF00743.18 Flavin-binding_monooxygenase-like
PF17315.1 Found_in_Mitochondrial_Proteome
PF10344.8 Mitochondrial_protein_from_FMP27
PF10347.8 RNA_pol_II_promoter_Fmp27_protein_domain
PF10305.8 RNA_pol_II_promoter_Fmp27_protein_domain
PF10359.8 RNA_pol_II_promoter_Fmp27_protein_domain
PF07091.10 Ribosomal_RNA_methyltransferase_(FmrO)
PF00039.17 Fibronectin_type_I_domain
PF00040.18 Fibronectin_type_II_domain
PF00041.20 Fibronectin_type_III_domain
PF14310.5 Fibronectin_type_III-like_domain
PF16893.4 Fibronectin_type_III_domain
PF14686.5 Polysaccharide_lyase_family_4,domain_II
PF16794.4 Fibronectin-III_type_domain
PF06280.11 Fn3-like_domain
PF13287.5 Fn3_associated
PF05725.11 FNIP_Repeat
PF14638.5 Folliculin-interacting_protein_C-terminus
PF14637.5 Folliculin-interacting_protein_middle_domain
PF14636.5 Folliculin-interacting_protein_N-terminus
PF02986.13 Fibronectin_binding_repeat
PF03274.13 Foamy_virus_BEL_1/2_protein
PF03408.13 Foamy_virus_envelope_protein
PF11229.7 Focadhesin
PF03623.12 Focal_adhesion_targeting_region
PF15888.4 Folded_gastrulation_N-terminus
PF11817.7 Foie_gras_liver_health_family_1
PF02980.15 Restriction_endonuclease_FokI,catalytic_domain
PF02981.14 Restriction_endonuclease_FokI,recognition_domain
PF01770.17 Reduced_folate_carrier
PF03024.13 Folate_receptor_family
PF02152.17 Dihydroneopterin_aldolase
PF11704.7 Vesicle_coat_protein_involved_in_Golgi_to_plasma_membrane_transport
PF16692.4 Folliculin_C-terminal_domain
PF09289.9 Follistatin/Osteonectin-like_EGF_domain
PF09398.9 FOP_N_terminal_dimerisation_domain
PF13865.5 C-terminal_duplication_domain_of_Friend_of_PRMT1
PF00250.17 Forkhead_domain
PF08430.11 Forkhead_N-terminal_region
PF09163.10 Formate_dehydrogenase_N,transmembrane
PF02911.17 Formyl_transferase,C-terminal_domain
PF00551.18 Formyl_transferase
PF01226.16 Formate/nitrite_transporter
PF12414.7 Calcitonin_gene-related_peptide_regulator_C_terminal
PF16676.4 Transactivation_domain_of_FOXO_protein_family
PF16675.4 KIX-binding_domain_of_forkhead_box_O,CR2
PF16159.4 FOXP_coiled-coil_domain
PF09758.8 Uncharacterised_conserved_protein
PF06963.11 Ferroportin1_(FPN1)
PF10621.8 F420H2_dehydrogenase_subunit_FpoO
PF05911.10 Filament-like_plant_protein,long_coiled-coil
PF16104.4 Formyl_peptide_receptor-like_1_inhibitory_protein
PF17614.1 Viral_CC-type_chemokine
PF08445.9 FR47-like_protein
PF09725.8 Folate-sensitive_fragile_site_protein_Fra10Ac1
PF10277.8 Frag1/DRAM/Sfk1_family
PF16376.4 N-terminal_domain_of_fragilysin
PF05994.10 Cytoplasmic_Fragile-X_interacting_family
PF14407.5 Ribosomally_synthesized_peptide_prototyped_by_Frankia_Franean1_4349.
PF01491.15 Frataxin-like_domain
PF08771.10 FKBP12-rapamycin_binding_domain
PF03197.12 Bacteriophage_FRD2_protein
PF08867.10 FRG_domain
PF06229.11 FRG1-like_domain
PF15315.5 Facioscapulohumeral_muscular_dystrophy_candidate_2
PF04432.12 Coenzyme_F420_hydrogenase/dehydrogenase,beta_subunit_C_terminus
PF04422.12 Coenzyme_F420_hydrogenase/dehydrogenase,beta_subunit_N-term
PF07899.10 Frigida-like_protein
PF02434.15 Fringe-like
PF01534.16 Frizzled/Smoothened_family_membrane_region
PF06901.11 RTX_iron-regulated_protein_FrpC
PF09421.9 Frequency_clock_protein
PF11768.7 WD_repeat-containing_and_planar_cell_polarity_effector_protein_Fritz
PF03881.13 Fructosamine_kinase
PF03032.14 Frog_skin_active_peptide_family_signal_and_propeptide
PF10479.8 Fragile_site-associated_protein_C-terminus
PF03959.12 Serine_hydrolase_(FSH1)
PF15554.5 FSIP1_family
PF15783.4 Fibrous_sheath-interacting_protein_2
PF13955.5 Toxin_Fst,type_I_toxin-antitoxin_system
PF13095.5 Kinetochore_Sim4_complex_subunit_FTA2
PF13093.5 Kinetochore_complex_Fta4_of_Sim4_subunit,or_CENP-50
PF02971.13 Formiminotransferase_domain
PF04961.11 Formiminotransferase-cyclodeaminase
PF07837.11 Formiminotransferase_domain,N-terminal_subdomain
PF01827.26 FTH_domain
PF01268.18 Formate--tetrahydrofolate_ligase
PF12934.6 FTO_C-terminal_domain
PF12933.6 FTO_catalytic_domain
PF07504.12 Fungalysin/Thermolysin_Propeptide_Motif
PF01913.17 Formylmethanofuran-tetrahydromethanopterin_formyltransferase
PF03239.13 Iron_permease_FTR1_family
PF02741.14 FTR,proximal_lobe
PF14450.5 Cell_division_protein_FtsA
PF06480.14 FtsH_Extracellular
PF01728.18 FtsJ-like_methyltransferase
PF13491.5 4TM_region_of_DNA_translocase_FtsK/SpoIIIE
PF09397.9 Ftsk_gamma_domain
PF01580.17 FtsK/SpoIIIE_family
PF12538.7 DNA_transporter
PF04999.12 Cell_division_protein_FtsL
PF03799.14 Cell_division_protein_FtsQ
PF01098.18 Cell_cycle_protein
PF02687.20 FtsX-like_permease_family
PF12327.7 FtsZ_family,C-terminal_domain
PF03867.13 Fushi_tarazu_(FTZ),N-terminal_region
PF07959.11 L-fucokinase
PF02952.16 L-fucose_isomerase,C-terminal_domain
PF07881.11 L-fucose_isomerase,first_N-terminal_domain
PF07882.11 L-fucose_isomerase,second_N-terminal_domain
PF16757.4 Alpha-L-fucosidase_C-terminal_domain
PF10415.8 Fumarase_C_C-terminus
PF02300.16 Fumarate_reductase_subunit_C
PF02313.16 Fumarate_reductase_subunit_D
PF03630.13 Fumble
PF05681.13 Fumarate_hydratase_(Fumerase)
PF05683.11 Fumarase_C-terminus
PF04930.14 FUN14_family
PF16797.4 Fungal_kinase_associated-1_domain
PF07938.11 Fungal_fucose-specific_lectin
PF04082.17 Fungal_specific_transcription_factor_domain
PF11951.7 Fungal_specific_transcription_factor_domain
PF10917.7 Fungus-induced_protein
PF05933.12 Fungal_ATP_synthase_protein_8_(A6L)
PF01475.18 Ferric_uptake_regulator_family
PF00757.19 Furin-like_cysteine_rich_region
PF15913.4 Furin-like_repeat,cysteine-rich
PF13076.5 Fur-regulated_basic_protein_A
PF13040.5 Fur-regulated_basic_protein_B
PF04632.11 Fusaric_acid_resistance_protein_family
PF12805.6 FUSC-like_inner_membrane_protein_yccS
PF13515.5 Fusaric_acid_resistance_protein-like
PF15993.4 Fuseless
PF13044.5 Fusion_glycoprotein_F0,Isavirus
PF00523.17 Fusion_glycoprotein_F0
PF01621.16 Cell_fusion_glycoprotein_K
PF09259.10 Fungal_immunomodulatory_protein_Fve
PF14922.5 Protein_of_unknown_function
PF14670.5 Coagulation_Factor_Xa_inhibitory_site
PF12235.7 Fragile_X-related_1_protein_core_C_terminal
PF16098.4 Fragile_X-related_mental_retardation_protein_C-terminal_region_2
PF16096.4 Fragile_X-related_1_protein_C-terminal_region_2
PF16097.4 Fragile_X-related_1_protein_C-terminal_region_3
PF04186.12 FxsA_cytoplasmic_membrane_protein
PF09538.9 Protein_of_unknown_function_(FYDLN_acid)
PF05965.13 F/Y_rich_C-terminus
PF05964.13 F/Y-rich_N-terminus
PF07078.10 Forty-two-three_protein
PF01363.20 FYVE_zinc_finger
PF02318.15 FYVE-type_zinc_finger
PF01392.21 Fz_domain
PF04799.12 fzo-like_conserved_region
PF08919.9 F-actin_binding
PF01115.16 F-actin_capping_protein,beta_subunit
PF01116.19 Fructose-bisphosphate_aldolase_class-II
PF12803.6 mRNA_(guanine-7-)methyltransferase_(G-7-MTase)
PF00503.19 G-protein_alpha_subunit
PF00631.21 GGL_domain
PF01585.22 G-patch_domain
PF12656.6 G-patch_domain
PF15103.5 G0/G1_switch_protein_2
PF01125.16 G10_protein
PF07474.11 G2F_domain
PF02660.14 Glycerol-3-phosphate_acyltransferase
PF04309.11 Glycerol-3-phosphate_responsive_antiterminator
PF07501.11 G5_domain
PF15096.5 G6B_family
PF10786.8 Glucose-6-phosphate_1-dehydrogenase_(EC_1.1.1.49)
PF02781.15 Glucose-6-phosphate_dehydrogenase,C-terminal_domain
PF00479.21 Glucose-6-phosphate_dehydrogenase,NAD_binding_domain
PF10162.8 G8_domain
PF01468.16 GA_module
PF17573.1 GA-like_domain
PF04114.13 Gaa1-like,GPI_transamidase_component
PF11620.7 GA-binding_protein_alpha_chain
PF02938.13 GAD_domain
PF08887.10 GAD-like_domain
PF01590.25 GAF_domain
PF13185.5 GAF_domain
PF13492.5 GAF_domain
PF13975.5 gag-polyprotein_putative_aspartyl_protease
PF09237.10 GAGA_factor
PF06217.11 GAGA_binding_protein-like_family
PF16828.4 GAG-binding_domain_on_surface_antigen
PF05831.10 GAGE_protein
PF01140.18 Matrix_protein_(MA),p15
PF02337.16 Retroviral_GAG_p10_protein
PF01141.17 Gag_polyprotein,inner_coat_protein_p12
PF08723.9 Gag_protein_p15
PF00540.17 gag_gene_protein_p17_(matrix_protein)
PF02228.15 Major_core_protein_p19
PF00607.19 gag_gene_protein_p24_(core_nucleocapsid_protein)
PF02093.15 Gag_P30_core_shell_protein
PF08705.10 Gag_protein_p6
PF13976.5 GAG-pre-integrase_domain
PF03276.13 Spumavirus_gag_protein
PF16489.4 GPCR-Autoproteolysis_INducing_(GAIN)_domain
PF06990.10 Galactose-3-O-sulfotransferase
PF00337.21 Galactoside-binding_lectin
PF03902.12 Gal4-like_dimerisation_domain
PF01762.20 Galactosyltransferase
PF01296.17 Galanin
PF10509.8 Galactokinase_galactose-binding_signature
PF02052.14 Gallidermin
PF01087.21 Galactose-1-phosphate_uridyl_transferase,N-terminal_domain
PF02744.16 Galactose-1-phosphate_uridyl_transferase,C-terminal_domain
PF17337.1 Galactose-inhibitable_lectin_35_kDa_subunit
PF02140.17 Galactose_binding_lectin_domain
PF13802.5 Galactose_mutarotase-like
PF06064.10 Host-nuclease_inhibitor_protein_Gam
PF00304.19 Gamma-thionin_family
PF05908.10 Poly-gamma-glutamate_hydrolase
PF17155.3 Gammaproteobacterial_periplasmic_sensor_domain
PF17156.3 Gammaproteobacterial_periplasmic_sensor_domain
PF17154.3 Gammaproteobacterial_periplasmic_sensor_domain
PF17157.3 Gammaproteobacterial_periplasmic_sensor_domain
PF11770.7 GRB2-binding_adapter_(GAPT)
PF04410.13 Gar1/Naf1_RNA_binding_region
PF16731.4 Glutamic_acid/alanine-rich_protein_of_Trypanosoma
PF01071.18 Phosphoribosylglycinamide_synthetase,ATP-grasp_(A)_domain
PF02843.15 Phosphoribosylglycinamide_synthetase,C_domain
PF02844.14 Phosphoribosylglycinamide_synthetase,N_domain
PF13851.5 Growth-arrest_specific_micro-tubule_binding
PF02187.16 Growth-Arrest-Specific_Protein_2_Domain
PF02704.13 Gibberellin_regulated_protein
PF04598.11 Gasdermin_family
PF00918.16 Gastrin/cholecystokinin_family
PF00741.17 Gas_vesicle_protein
PF01304.16 Gas_vesicles_protein_GVPc_repeated_domain
PF03127.13 GAT_domain
PF00320.26 GATA_zinc_finger
PF05349.11 GATA-type_transcription_activator,N-terminal
PF00117.27 Glutamine_amidotransferase_class-I
PF07090.10 Putative_glutamine_amidotransferase
PF00310.20 Glutamine_amidotransferases_class-II
PF07685.13 CobB/CobQ-like_glutamine_amidotransferase_domain
PF13230.5 Glutamine_amidotransferases_class-II
PF13507.5 CobB/CobQ-like_glutamine_amidotransferase_domain
PF13522.5 Glutamine_amidotransferase_domain
PF13537.5 Glutamine_amidotransferase_domain
PF02934.14 GatB/GatE_catalytic_domain
PF02637.17 GatB_domain
PF07670.13 Nucleoside_recognition
PF04572.11 Alpha_1,4-glycosyltransferase_conserved_region
PF02263.18 Guanylate-binding_protein,N-terminal_domain
PF08363.9 Glucan-binding_protein_C
PF02841.13 Guanylate-binding_protein,C-terminal_domain
PF02425.14 Paralytic/GBP/PSP_peptide
PF02526.13 Glycophorin-binding_protein
PF17580.1 Group_B_Rotavirus_Non-structural_protein_5
PF08481.9 GBS_Bsp-like_repeat
PF12786.6 GB_virus_C_genotype_envelope
PF04189.12 Gcd10p_family
PF08704.9 tRNA_methyltransferase_complex_GCD14_subunit
PF14801.5 tRNA_methyltransferase_complex_GCD14_subunit_N-term
PF07842.11 GC-rich_sequence_DNA-binding_factor-like_protein
PF02649.13 Type_I_GTP_cyclohydrolase_folE2
PF05165.11 GTP_cyclohydrolase_III
PF13324.5 Grap2_and_cyclin-D-interacting
PF07802.10 GCK_domain
PF03615.14 GCM_motif_protein
PF12074.7 Domain_of_unknown_function_(DUF3554)
PF06320.12 GCN5-like_protein_1_(GCN5L1)
PF15328.5 Putative_GRINL1B_complex_locus_protein_2
PF14609.5 gamma-Tubulin_ring_complex_non-core_subunit_mod21
PF04551.13 GcpE_protein
PF02155.14 Glucocorticoid_receptor
PF12550.7 Transcriptional_activator_of_glycolytic_enzymes
PF07750.10 GcrA_cell_cycle_regulator
PF03074.15 Glutamate-cysteine_ligase
PF04107.12 Glutamate-cysteine_ligase_family_2(GCS2)
PF16647.4 Granulocyte_colony-stimulating_factor
PF01597.18 Glycine_cleavage_H-protein
PF01571.20 Aminomethyltransferase_folate-binding_domain
PF08669.10 Glycine_cleavage_T-protein_C-terminal_barrel_domain
PF09694.9 Bacterial_protein_of_unknown_function_(Gcw_chp)
PF01150.16 GDA1/CD39_(nucleoside_phosphatase)_family
PF02347.15 Glycine_cleavage_system_P-protein
PF06202.13 Amylo-alpha-1,6-glucosidase
PF12439.7 Glycogen_debranching_enzyme_N_terminal
PF14742.5 N-terminal_domain_of_(some)_glycogen_debranching_enzymes
PF12466.7 Glutamate_dehydrogenase_N_terminal
PF00996.17 GDP_dissociation_inhibitor
PF02351.15 GDNF/GAS1_domain
PF03009.16 Glycerophosphoryl_diester_phosphodiesterase_family
PF13653.5 Glycerophosphoryl_diester_phosphodiesterase_family
PF16363.4 GDP-mannose_4,6_dehydratase
PF15667.4 Protein_of_unknown_function_with_motif_GDWWSH
PF14345.5 GDYXXLXY_protein
PF04295.12 D-galactarate_dehydratase_/_Altronate_hydrolase,C_terminus
PF16030.4 Serine_protease_gd_N-terminus
PF16529.4 WD40_region_of_Ge1,enhancer_of_mRNA-decapping_protein
PF02212.17 Dynamin_GTPase_effector_domain
PF00626.21 Gelsolin_repeat
PF06372.11 Gemin6_protein
PF11095.7 Gem-associated_protein_7_(Gemin7)
PF15348.5 Gemini_of_Cajal_bodies-associated_protein_8
PF07412.11 Geminin
PF04807.11 Geminivirus_AC4/5_conserved_region
PF08464.9 Geminivirus_AC4/5_conserved_region
PF00799.19 Geminivirus_Rep_catalytic_domain
PF08283.10 Geminivirus_rep_protein_central_domain
PF01440.15 Geminivirus_AL2_protein
PF01407.16 Geminivirus_AL3_protein
PF00845.18 Geminivirus_BL1_movement_protein
PF01492.16 Geminivirus_C4_protein
PF00844.17 Geminivirus_coat_protein/nuclear_export_factor_BR1_family
PF01708.15 Geminivirus_putative_movement_protein
PF01524.16 Geminivirus_V2_protein
PF02053.14 Gene_66_(IR5)_protein
PF17053.4 Genetic_interactor_of_prohibitin_5
PF03323.12 Bacillus/Clostridium_GerA_spore_germination_protein
PF00196.18 Bacterial_regulatory_proteins,luxR_family
PF10646.8 Sporulation_and_spore_germination
PF10676.8 Spore_germination_protein_gerPA/gerPF
PF10803.7 Spore_germination_GerPB
PF10737.8 Spore_germination_protein_GerPC
PF10970.7 Spore_germination_protein_GerPE
PF08690.9 GET_complex_subunit_GET2
PF16843.4 Binding_domain_to_Get4_on_Get5,Golgi_to_ER_traffic_protein
PF05671.10 GETHR_pentapeptide_repeat_(5_copies)
PF04828.13 Glutathione-dependent_formaldehyde-activating_enzyme
PF17331.1 GFD1_mRNA_transport_factor
PF01408.21 Oxidoreductase_family,NAD-binding_Rossmann_fold
PF02894.16 Oxidoreductase_family,C-terminal_alpha/beta_domain
PF01353.21 Green_fluorescent_protein
PF06399.12 GTP_cyclohydrolase_I_feedback_regulatory_protein_(GFRP)
PF14843.5 Growth_factor_receptor_domain_IV
PF06094.11 Gamma-glutamyl_cyclotransferase,AIG2-like
PF00990.20 Diguanylate_cyclase,GGDEF_domain
PF14057.5 GGGtGRT_protein
PF15685.4 Gametogenetin
PF14410.5 HNH/ENDO_VII_superfamily_nuclease_with_conserved_GHE_residues
PF14741.5 N-terminal_glycosyl-hydrolase-114-associated_domain
PF03321.12 GH3_auxin-responsive_promoter
PF16369.4 C-terminal_of_Glycosyl_hydrolases_family_43
PF14509.5 Glycosyl-hydrolase_97_C-terminal,oligomerisation
PF14508.5 Glycosyl-hydrolase_97_N-terminal
PF12772.6 Growth_hormone_receptor_binding
PF02638.14 Glycosyl_hydrolase-like_10
PF14883.5 Hypothetical_glycosyl_hydrolase_family_13
PF14885.5 Hypothetical_glycosyl_hydrolase_family_15
PF14872.5 Hypothetical_glycoside_hydrolase_5
PF14871.5 Hypothetical_glycosyl_hydrolase_6
PF08544.12 GHMP_kinases_C_terminal
PF00288.25 GHMP_kinases_N_terminal_domain
PF11080.7 Endoribonuclease_GhoS
PF01134.21 Glucose_inhibited_division_protein_A
PF13932.5 GidA_associated_domain
PF02527.14 rRNA_small_subunit_methyltransferase_G
PF12483.7 E3_Ubiquitin_ligase
PF13856.5 ATP-binding_sugar_transporter_from_pro-phage
PF08388.10 Group_II_intron,maturase-specific_domain
PF03227.15 Gamma_interferon_inducible_lysosomal_thiol_reductase_(GILT)
PF10764.8 Inhibitor_of_sigma-G_Gin
PF12205.7 G_protein-coupled_receptor_kinase-interacting_protein_1_C_term
PF11710.7 G_protein-coupled_glucose_receptor_regulating_Gpa2
PF16559.4 GIT_coiled-coil_Rho_guanine_nucleotide_exchange_factor
PF08518.10 Spa2_homology_domain_(SHD)_of_GIT
PF01541.23 GIY-YIG_catalytic_domain
PF03359.12 Guanylate-kinase-associated_protein_(GKAP)_protein
PF00594.19 Vitamin_K-dependent_carboxylation/gamma-carboxyglutamic_(GLA)_domain
PF11397.7 Glycosyltransferase_(GlcNAc)
PF07221.10 N-acylglucosamine_2-epimerase_(GlcNAc_2-epimerase)
PF14109.5 GldH_lipoprotein
PF12080.7 GldM_C-terminal_domain
PF12081.7 GldM_N-terminal_domain
PF07817.12 GLE1-like_protein
PF10528.8 GLEYA_domain
PF03275.12 UDP-galactopyranose_mutase
PF08971.10 Glycogen_synthesis_protein
PF13016.5 Cys-rich_Gliadin_N-terminal
PF00120.23 Glutamine_synthetase,catalytic_domain
PF03951.18 Glutamine_synthetase,beta-Grasp_domain
PF16952.4 Glutamine_synthetase_N-terminal_domain
PF08335.10 GlnD_PII-uridylyltransferase
PF03710.14 Glutamate-ammonia_ligase_adenylyltransferase
PF15644.5 Papain_fold_toxin_1,glutamine_deamidase
PF00042.21 Globin
PF10793.8 Gloverin-like_protein
PF06942.11 GlpM_protein
PF08718.10 Glycolipid_transfer_protein_(GLTP)
PF15249.5 Conserved_region_of_unknown_function_on_GLTSCR_protein
PF01744.19 GLTT_repeat_(6_copies)
PF03616.13 Sodium/glutamate_symporter
PF02686.14 Glu-tRNAGln_amidotransferase_C_subunit
PF02364.14 1,3-beta-glucan_synthase_component
PF09136.9 Glucodextranase,domain_B
PF09985.8 C-terminal_binding-module,SLH-like,of_glucodextranase
PF09137.10 Glucodextranase,domain_N
PF02685.15 Glucokinase
PF13618.5 Gluconate_2-dehydrogenase_subunit_3
PF01182.19 Glucosamine-6-phosphate_isomerases/6-phosphogluconolactonase
PF01832.19 Mannosyl-glycoprotein_endo-beta-N-acetylglucosaminidase
PF14264.5 Glucosyl_transferase_GtrII
PF07581.11 The_GLUG_motif
PF10606.8 Homer-binding_domain_of_metabotropic_glutamate_receptor
PF04960.14 Glutaminase
PF00462.23 Glutaredoxin
PF04399.12 Glutaredoxin_2,C_terminal_domain
PF03157.12 High_molecular_weight_glutenin_subunit
PF00745.19 Glutamyl-tRNAGlu_reductase,dimerisation_domain
PF05201.14 Glutamyl-tRNAGlu_reductase,N-terminal_domain
PF05096.11 Glutamine_cyclotransferase
PF04262.13 Glutamate-cysteine_ligase
PF16912.4 Glucose_dehydrogenase_C-terminus
PF01645.16 Conserved_region_in_glutamate_synthase
PF04898.13 Glutamate_synthase_central_domain
PF12764.6 Glycine-rich_region_of_argonaut
PF13488.5 Glycine_zipper
PF13436.5 Glycine-zipper_domain
PF13441.5 YMGG-like_Gly-zipper
PF05242.10 Glycosylation-dependent_cell_adhesion_molecule_1_(GlyCAM-1)
