Accession	Name	Function	Isology Type	EC Number
TIGR02422	protocat_beta	protocatechuate 3,4-dioxygenase, beta subunit	equivalog	1.13.11.3
TIGR02423	protocat_alph	protocatechuate 3,4-dioxygenase, alpha subunit	equivalog	1.13.11.3
TIGR02424	TF_pcaQ	pca operon transcription factor PcaQ	equivalog	
TIGR02425	decarb_PcaC	4-carboxymuconolactone decarboxylase	equivalog	4.1.1.44
TIGR02426	protocat_pcaB	3-carboxy-cis,cis-muconate cycloisomerase	equivalog	5.5.1.2
TIGR02427	protocat_pcaD	3-oxoadipate enol-lactonase	equivalog	3.1.1.24
TIGR02428	pcaJ_scoB_fam	3-oxoacid CoA-transferase, B subunit	subfamily	2.8.3.-
TIGR02429	pcaI_scoA_fam	3-oxoacid CoA-transferase, A subunit	subfamily	2.8.3.-
TIGR02430	pcaF	3-oxoadipyl-CoA thiolase	equivalog	2.3.1.174
TIGR02431	pcaR_pcaU	beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family	subfamily	
TIGR02432	lysidine_TilS_N	tRNA(Ile)-lysidine synthetase	equivalog_domain	6.3.4.-
TIGR02433	lysidine_TilS_C	tRNA(Ile)-lysidine synthetase, C-terminal domain	equivalog_domain	6.-.-.-
TIGR02434	CobF	precorrin-6A synthase (deacetylating)	equivalog	2.1.1.152
TIGR02435	CobG	precorrin-3B synthase	equivalog	1.14.13.83
TIGR02436	TIGR02436	four helix bundle protein	subfamily	
TIGR02437	FadB	fatty oxidation complex, alpha subunit FadB	equivalog	4.2.1.17 5.3.3.8 1.1.1.35 5.1.2.3
TIGR02438	catachol_actin	catechol 1,2-dioxygenase	equivalog	1.13.11.1
TIGR02439	catechol_proteo	catechol 1,2-dioxygenase	equivalog	1.13.11.1
TIGR02440	FadJ	fatty oxidation complex, alpha subunit FadJ	equivalog	4.2.1.17 1.1.1.35 5.1.2.3
TIGR02441	fa_ox_alpha_mit	fatty acid oxidation complex, alpha subunit, mitochondrial	equivalog	4.2.1.17 1.1.1.35
TIGR02442	Cob-chelat-sub	cobaltochelatase subunit	hypoth_equivalog	6.6.1.2
TIGR02443	TIGR02443	conserved hypothetical protein	hypoth_equivalog	
TIGR02444	TIGR02444	TIGR02444 family protein	hypoth_equivalog	
TIGR02445	fadA	acetyl-CoA C-acyltransferase FadA	equivalog	2.3.1.16
TIGR02446	FadI	acetyl-CoA C-acyltransferase FadI	equivalog	2.3.1.16
TIGR02447	yiiD_Cterm	putative thioesterase domain	subfamily_domain	
TIGR02448	TIGR02448	conserverd hypothetical protein	subfamily_domain	
TIGR02449	TIGR02449	TIGR02449 family protein	hypoth_equivalog	
TIGR02450	TIGR02450	tryptophan-rich conserved hypothetical protein	hypoth_equivalog	
TIGR02451	anti_sig_ChrR	anti-sigma factor, putative, ChrR family	subfamily	
TIGR02452	TIGR02452	TIGR02452 family protein	hypoth_equivalog	
TIGR02453	TIGR02453	TIGR02453 family protein	subfamily_domain	
TIGR02454	ECF_T_CbiQ	cobalt ECF transporter T component CbiQ	equivalog	
TIGR02455	TreS_stutzeri	trehalose synthase	equivalog	5.4.99.16
TIGR02456	treS_nterm	trehalose synthase	equivalog_domain	5.4.99.16
TIGR02457	TreS_Cterm	putative maltokinase	hypoth_equivalog_domain	
TIGR02458	CbtA	cobalt transporter subunit CbtA (proposed)	hypoth_equivalog	
TIGR02459	CbtB	cobalt transporter subunit CbtB (proposed)	hypoth_equivalog	
TIGR02460	osmo_MPGsynth	mannosyl-3-phosphoglycerate synthase	equivalog	2.4.1.217
TIGR02461	osmo_MPG_phos	mannosyl-3-phosphoglycerate phosphatase	equivalog	3.1.3.70
TIGR02462	pyranose_ox	pyranose oxidase	equivalog	1.1.3.10
TIGR02463	MPGP_rel	mannosyl-3-phosphoglycerate phosphatase homolog	hypoth_equivalog	3.1.3.-
TIGR02464	ribofla_fusion	conserved hypothetical protein	subfamily_domain	
TIGR02465	chlorocat_1_2	chlorocatechol 1,2-dioxygenase	equivalog	
TIGR02466	TIGR02466	conserved hypothetical protein	subfamily	
TIGR02467	CbiE	precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit	equivalog_domain	2.1.1.132
TIGR02468	sucrsPsyn_pln	sucrose phosphate synthase	equivalog	2.4.1.14
TIGR02469	CbiT	precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit	equivalog_domain	2.1.1.132
TIGR02470	sucr_synth	sucrose synthase	equivalog	2.4.1.13
TIGR02471	sucr_syn_bact_C	sucrose-phosphate synthase, sucrose phosphatase-like domain	equivalog_domain	
TIGR02472	sucr_P_syn_N	sucrose-phosphate synthase, putative, glycosyltransferase domain	equivalog_domain	2.4.1.14
TIGR02473	flagell_FliJ	flagellar export protein FliJ	equivalog	
TIGR02474	pec_lyase	pectate lyase	equivalog	4.2.2.2
TIGR02475	CobW	cobalamin biosynthesis protein CobW	equivalog	
TIGR02476	BluB	5,6-dimethylbenzimidazole synthase	equivalog	1.14.99.40
TIGR02477	PFKA_PPi	diphosphate--fructose-6-phosphate 1-phosphotransferase	equivalog	2.7.1.90
TIGR02478	6PF1K_euk	6-phosphofructokinase	equivalog	2.7.1.11
TIGR02479	FliA_WhiG	RNA polymerase sigma factor, FliA/WhiG family	subfamily	
TIGR02480	fliN	flagellar motor switch protein FliN	equivalog_domain	
TIGR02481	hemeryth_dom	hemerythrin-like metal-binding domain	domain	
TIGR02482	PFKA_ATP	6-phosphofructokinase	equivalog	2.7.1.11
TIGR02483	PFK_mixed	phosphofructokinase	subfamily	
TIGR02484	CitB	CitB domain protein	subfamily_domain	
TIGR02485	CobZ_N-term	precorrin 3B synthase CobZ	hypoth_equivalog	
TIGR02486	RDH	reductive dehalogenase	subfamily	1.97.1.-
TIGR02487	NrdD	anaerobic ribonucleoside-triphosphate reductase	equivalog	1.17.4.2
TIGR02488	flgG_G_neg	flagellar basal-body rod protein FlgG	equivalog	
TIGR02489	flgE_epsilon	flagellar hook protein FlgE	equivalog	
TIGR02490	flgF	flagellar basal-body rod protein FlgF	equivalog	
TIGR02491	NrdG	anaerobic ribonucleoside-triphosphate reductase activating protein	equivalog	1.97.1.-
TIGR02492	flgK_ends	flagellar hook-associated protein FlgK	equivalog	
TIGR02493	PFLA	pyruvate formate-lyase 1-activating enzyme	equivalog	1.97.1.4
TIGR02494	PFLE_PFLC	glycyl-radical enzyme activating protein	subfamily	1.97.1.-
TIGR02495	NrdG2	anaerobic ribonucleoside-triphosphate reductase activating protein	equivalog	1.97.-.-
TIGR02497	yscI_hrpB_dom	type III secretion apparatus protein, YscI/HrpB, C-terminal domain	equivalog_domain	
TIGR02498	type_III_ssaH	type III secretion system protein, SsaH family	hypoth_equivalog	
TIGR02499	HrpE_YscL_not	type III secretion apparatus protein, HrpE/YscL family	equivalog	
TIGR02500	type_III_yscD	type III secretion apparatus protein, YscD/HrpQ family	equivalog	
TIGR02501	type_III_yscE	type III secretion system protein, YseE family	hypoth_equivalog	
TIGR02502	type_III_YscX	type III secretion protein, YscX family	equivalog	
TIGR02503	type_III_SycN	type III secretion chaperone SycN	equivalog	
TIGR02504	NrdJ_Z	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent	equivalog	1.17.4.1
TIGR02505	RTPR	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent	equivalog	1.17.4.2
TIGR02506	NrdE_NrdA	ribonucleoside-diphosphate reductase, alpha subunit	equivalog	1.17.4.1
TIGR02507	MtrF	tetrahydromethanopterin S-methyltransferase, F subunit	equivalog_domain	2.1.1.86
TIGR02508	type_III_yscG	type III secretion protein, YscG family	equivalog	
TIGR02509	type_III_yopR	type III secretion effector, YopR family	equivalog	
TIGR02510	NrdE-prime	ribonucleoside-diphosphate reductase, alpha chain	equivalog	1.17.4.1
TIGR02511	type_III_tyeA	type III secretion effector delivery regulator, TyeA family	equivalog_domain	
TIGR02512	FeFe_hydrog_A	[FeFe] hydrogenase, group A	subfamily	1.12.-.-
TIGR02513	type_III_yscB	type III secretion system chaperone, YscB family	equivalog	
TIGR02514	type_III_yscP	type III secretion system needle length determinant	equivalog_domain	
TIGR02515	IV_pilus_PilQ	type IV pilus secretin PilQ	subfamily	
TIGR02516	type_III_yscC	type III secretion outer membrane pore, YscC/HrcC family	equivalog	
TIGR02517	type_II_gspD	type II secretion system protein D	equivalog	
TIGR02518	EutH_ACDH	acetaldehyde dehydrogenase (acetylating)	equivalog	1.2.1.10
TIGR02519	pilus_MshL	pilus (MSHA type) biogenesis protein MshL	equivalog	
TIGR02520	pilus_B_mal_scr	type IVB pilus formation outer membrane protein, R64 PilN family	equivalog	
TIGR02521	type_IV_pilW	type IV pilus biogenesis/stability protein PilW	equivalog	
TIGR02522	pilus_cpaD	pilus (Caulobacter type) biogenesis lipoprotein CpaD	subfamily	
TIGR02523	type_IV_pilV	type IV pilus modification protein PilV	equivalog	
TIGR02524	dot_icm_DotB	Dot/Icm secretion system ATPase DotB	equivalog	
TIGR02525	plasmid_TraJ	plasmid transfer ATPase TraJ	equivalog	
TIGR02526	eut_PduT	PduT-like ethanolamine utilization protein	hypoth_equivalog	
TIGR02527	dot_icm_IcmQ	Dot/Icm secretion system protein IcmQ	equivalog	
TIGR02528	EutP	ethanolamine utilization protein, EutP	equivalog	
TIGR02529	EutJ	ethanolamine utilization protein EutJ family protein	subfamily	
TIGR02530	flg_new	flagellar operon protein	hypoth_equivalog	
TIGR02531	yecD_yerC	TrpR homolog YerC/YecD	hypoth_equivalog	
TIGR02532	IV_pilin_GFxxxE	prepilin-type N-terminal cleavage/methylation domain	domain	
TIGR02533	type_II_gspE	type II secretion system protein E	equivalog	
TIGR02534	mucon_cyclo	muconate and chloromuconate cycloisomerases	subfamily	5.5.1.-
TIGR02535	hyp_Hser_kinase	proposed homoserine kinase	hypoth_equivalog	
TIGR02536	eut_hyp	ethanolamine utilization protein	hypoth_equivalog	
TIGR02537	arch_flag_Nterm	archaeal flagellin N-terminal-like domain	domain	
TIGR02538	type_IV_pilB	type IV-A pilus assembly ATPase PilB	equivalog	
TIGR02539	SepCysS	O-phospho-L-seryl-tRNA:Cys-tRNA synthase	equivalog	2.5.1.73
TIGR02540	gpx7	putative glutathione peroxidase Gpx7	equivalog	1.11.1.9
TIGR02541	flagell_FlgJ	flagellar rod assembly protein/muramidase FlgJ	equivalog	
TIGR02542	T_forsyth_147	TANFOR domain	domain	
TIGR02543	List_Bact_rpt	repeat, TIGR02543 family	domain	
TIGR02544	III_secr_YscJ	type III secretion apparatus lipoprotein, YscJ/HrcJ family	equivalog	
TIGR02546	III_secr_ATP	type III secretion apparatus H+-transporting two-sector ATPase	equivalog	3.6.3.14
TIGR02547	casA_cse1	CRISPR type I-E/ECOLI-associated protein CasA/Cse1	equivalog	
TIGR02548	casB_cse2	CRISPR type I-E/ECOLI-associated protein CasB/Cse2	equivalog	
TIGR02549	CRISPR_DxTHG	CRISPR-associated DxTHG motif protein	domain	
TIGR02550	flagell_flgL	flagellar hook-associated protein 3	equivalog	
TIGR02551	SpaO_YscQ	type III secretion apparatus protein, YscQ/HrcQ family	equivalog	
TIGR02552	LcrH_SycD	type III secretion low calcium response chaperone LcrH/SycD	equivalog	
TIGR02553	SipD_IpaD_SspD	type III effector protein IpaD/SipD/SspD	equivalog	
TIGR02554	PrgH	type III secretion apparatus protein PrgH/EprH	equivalog	
TIGR02555	OrgA_MxiK	type III secretion apparatus protein OrgA/MxiK	equivalog	
TIGR02556	cas_TM1802	CRISPR-associated protein, TM1802 family	hypoth_equivalog	
TIGR02557	HpaP	type III secretion protein HpaP	equivalog	
TIGR02558	HrpB2	type III secretion protein HrpB2	equivalog	
TIGR02559	HrpB7	type III secretion protein HrpB7	equivalog	
TIGR02560	HrpB4	type III secretion protein HrpB4	equivalog	
TIGR02561	HrpB1_HrpK	type III secretion protein HrpB1/HrpK	equivalog	
TIGR02562	cas3_yersinia	CRISPR-associated helicase Cas3, subtype I-F/YPEST	equivalog	
TIGR02563	cas_Csy4	CRISPR-associated endoribonuclease Cas6/Csy4, subtype I-F/YPEST	equivalog	3.1.-.-
TIGR02564	cas_Csy1	CRISPR type I-F/YPEST-associated protein Csy1	equivalog	
TIGR02565	cas_Csy2	CRISPR type I-F/YPEST-associated protein Csy2	equivalog	
TIGR02566	cas_Csy3	CRISPR type I-F/YPEST-associated protein Csy3	equivalog	
TIGR02567	YscW	type III secretion system chaperone YscW	equivalog	
TIGR02568	LcrE	type III secretion regulator YopN/LcrE/InvE/MxiC	equivalog	
TIGR02569	TIGR02569_actnb	TIGR02569 family protein	hypoth_equivalog	
TIGR02570	cas7_GSU0053	CRISPR-associated protein GSU0053/csb1, Dpsyc system	equivalog_domain	
TIGR02571	ComEB	ComE operon protein 2	equivalog	
TIGR02572	LcrR	type III secretion system regulator LcrR	equivalog	
TIGR02573	LcrG_PcrG	type III secretion protein LcrG	equivalog	
TIGR02574	stabl_TIGR02574	putative addiction module component, TIGR02574 family	hypoth_equivalog	
TIGR02577	cas_TM1794_Cmr2	CRISPR-associated protein Cas10/Cmr2, subtype III-B	hypoth_equivalog	
TIGR02578	cas_TM1811_Csm1	CRISPR-associated protein Cas10/Csm1, subtype III-A/MTUBE	hypoth_equivalog	
TIGR02579	cas_csx3	CRISPR-associated protein, Csx3 family	hypoth_equivalog	
TIGR02580	cas_RAMP_Cmr4	CRISPR type III-B/RAMP module RAMP protein Cmr4	equivalog	
TIGR02581	cas_cyan_RAMP	CRISPR-associated RAMP protein, SSO1426 family	hypoth_equivalog	
TIGR02582	cas7_TM1809	CRISPR type III-A/MTUBE-associated RAMP protein Csm3	equivalog	
TIGR02583	DevR_archaea	CRISPR-associated protein Cas7/Csa2, subtype I-A/APERN	exception	
TIGR02584	cas_NE0113	CRISPR-associated protein, NE0113 family	hypoth_equivalog	
TIGR02585	cas_Cst2_DevR	CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP	exception	
TIGR02586	cas5_cmx5_devS	CRISPR-associated protein Cas5/DevS, subtype MYXAN	exception	
TIGR02587	TIGR02587	putative integral membrane protein TIGR02587	hypoth_equivalog	
TIGR02588	TIGR02588	TIGR02588 family protein	hypoth_equivalog	
TIGR02589	cas_Csd2	CRISPR-associated protein Cas7/Csd2, subtype I-C/DVULG	exception	
TIGR02590	cas_Csh2	CRISPR-associated protein Cas7/Csh2, subtype I-B/HMARI	exception	
TIGR02591	cas_Csh1	CRISPR-associated protein Cas8b/Csh1, subtype I-B/HMARI	hypoth_equivalog_domain	
TIGR02592	cas_Cas5h	CRISPR-associated protein Cas5, subtype I-B/HMARI	exception	
TIGR02593	CRISPR_cas5	CRISPR-associated protein Cas5	subfamily_domain	
TIGR02594	TIGR02594	TIGR02594 family protein	subfamily	
TIGR02595	PEP_exosort	PEP-CTERM protein-sorting domain	domain	
TIGR02596	TIGR02596	Verru_Chthon cassette protein D	subfamily	
TIGR02597	TIGR02597	TIGR02597 family protein	paralog	
TIGR02598	TIGR02598	Verru_Chthon cassette protein B	subfamily	
TIGR02599	TIGR02599	Verru_Chthon cassette protein C	subfamily	
TIGR02600	Verru_Chthon_A	Verru_Chthon cassette protein A	subfamily	
TIGR02601	autotrns_rpt	autotransporter-associated beta strand repeat	repeat	
TIGR02602	8TM_EpsH	exosortase	subfamily	3.4.22.-
TIGR02603	CxxCH_TIGR02603	putative heme-binding domain	domain	
TIGR02604	Piru_Ver_Nterm	putative membrane-bound dehydrogenase domain	subfamily_domain	
TIGR02605	CxxC_CxxC_SSSS	putative regulatory protein, FmdB family	subfamily_domain	
TIGR02606	antidote_CC2985	putative addiction module antidote protein, CC2985 family	hypoth_equivalog	
TIGR02607	antidote_HigA	addiction module antidote protein, HigA family	equivalog	
TIGR02608	delta_60_rpt	delta-60 repeat domain	domain	
TIGR02609	doc_partner	putative addiction module antidote	hypoth_equivalog	
TIGR02610	PHA_gran_rgn	putative polyhydroxyalkanoic acid system protein	hypoth_equivalog	
TIGR02611	TIGR02611	TIGR02611 family protein	hypoth_equivalog	
TIGR02612	mob_myst_A	mobile mystery protein A	hypoth_equivalog	
TIGR02613	mob_myst_B	mobile mystery protein B	hypoth_equivalog	
TIGR02614	ftsW	cell division protein FtsW	equivalog	
TIGR02615	spoVE	stage V sporulation protein E	exception	
TIGR02616	tnaC_leader	tryptophanase leader peptide	equivalog	
TIGR02617	tnaA_trp_ase	tryptophanase	equivalog	4.1.99.1
TIGR02618	tyr_phenol_ly	tyrosine phenol-lyase	equivalog	4.1.99.2
TIGR02619	TIGR02619	putative CRISPR-associated protein, APE2256 family	domain	
TIGR02620	cas_VVA1548	putative CRISPR-associated protein, VVA1548 family	hypoth_equivalog_domain	
TIGR02621	cas3_GSU0051	CRISPR-associated helicase Cas3, subtype Dpsyc	exception	3.6.4.-
TIGR02622	CDP_4_6_dhtase	CDP-glucose 4,6-dehydratase	equivalog	4.2.1.45
TIGR02623	G1P_cyt_trans	glucose-1-phosphate cytidylyltransferase	equivalog	2.7.7.33
TIGR02624	rhamnu_1P_ald	rhamnulose-1-phosphate aldolase	equivalog	4.1.2.19
TIGR02625	YiiL_rotase	L-rhamnose mutarotase	equivalog	5.1.3.-
TIGR02627	rhamnulo_kin	rhamnulokinase	equivalog	2.7.1.5
TIGR02628	fuculo_kin_coli	L-fuculokinase	equivalog	2.7.1.51
TIGR02629	L_rham_iso_rhiz	L-rhamnose catabolism isomerase	equivalog	5.3.1.-
TIGR02630	xylose_isom_A	xylose isomerase	equivalog	5.3.1.5
TIGR02631	xylA_Arthro	xylose isomerase	equivalog	5.3.1.5
TIGR02632	RhaD_aldol-ADH	rhamnulose-1-phosphate aldolase/alcohol dehydrogenase	equivalog	4.1.2.19 1.1.1.1
TIGR02633	xylG	D-xylose ABC transporter, ATP-binding protein	equivalog	3.6.3.17
TIGR02634	xylF	D-xylose ABC transporter, D-xylose-binding protein	equivalog	
TIGR02635	RhaI_grampos	L-rhamnose isomerase	hypoth_equivalog	5.3.1.14
TIGR02636	galM_Leloir	galactose mutarotase	equivalog	5.1.3.3
TIGR02637	RhaS	rhamnose ABC transporter, rhamnose-binding protein	equivalog	
TIGR02638	lactal_redase	lactaldehyde reductase	equivalog	1.1.1.77
TIGR02639	ClpA	ATP-dependent Clp protease ATP-binding subunit ClpA	equivalog	
TIGR02640	gas_vesic_GvpN	gas vesicle protein GvpN	equivalog	
TIGR02641	gvpC_cyan_rpt	gas vesicle protein GvpC repeat	equivalog_domain	
TIGR02642	phage_xxxx	uncharacterized phage protein	hypoth_equivalog	
TIGR02643	T_phosphoryl	thymidine phosphorylase	equivalog	2.4.2.4
TIGR02644	Y_phosphoryl	pyrimidine-nucleoside phosphorylase	subfamily	2.4.2.2
TIGR02645	ARCH_P_rylase	putative thymidine phosphorylase	hypoth_equivalog	2.4.2.4
TIGR02646	TIGR02646	TIGR02646 family protein	hypoth_equivalog	
TIGR02647	DNA	TIGR02647 family protein	hypoth_equivalog	
TIGR02648	rep_term_tus	DNA replication terminus site-binding protein	equivalog	
TIGR02649	true_RNase_BN	ribonuclease BN	exception	3.1.-.-
TIGR02650	RNase_Z_T_toga	ribonuclease Z, Thermotoga type	equivalog	3.1.26.11
TIGR02651	RNase_Z	ribonuclease Z	equivalog	3.1.26.11
TIGR02652	TIGR02652	TIGR02652 family protein	hypoth_equivalog	
TIGR02653	Lon_rel_chp	conserved hypothetical protein	hypoth_equivalog	
TIGR02654	circ_KaiB	circadian clock protein KaiB	equivalog	
TIGR02655	circ_KaiC	circadian clock protein KaiC	equivalog	2.7.11.1
TIGR02656	cyanin_plasto	plastocyanin	equivalog	
TIGR02657	amicyanin	amicyanin	equivalog	
TIGR02658	TTQ_MADH_Hv	methylamine dehydrogenase (amicyanin) heavy chain	equivalog	1.4.9.1
TIGR02659	TTQ_MADH_Lt	methylamine dehydrogenase (amicyanin) light chain	equivalog	1.4.9.1
TIGR02660	nifV_homocitr	homocitrate synthase	equivalog	2.3.3.14
TIGR02661	MauD	methylamine dehydrogenase accessory protein MauD	equivalog	
TIGR02662	dinitro_DRAG	ADP-ribosyl-[dinitrogen reductase] hydrolase	equivalog	3.2.2.24
TIGR02663	nifX	nitrogen fixation protein NifX	equivalog	
TIGR02664	nitr_red_assoc	conserved hypothetical protein	subfamily	
TIGR02665	molyb_mobA	molybdenum cofactor guanylyltransferase	equivalog	2.7.7.77
TIGR02666	moaA	molybdenum cofactor biosynthesis protein A	equivalog	
TIGR02667	moaB_proteo	molybdenum cofactor biosynthesis protein B	equivalog	
TIGR02668	moaA_archaeal	probable molybdenum cofactor biosynthesis protein A	hypoth_equivalog	
TIGR02669	SpoIID_LytB	SpoIID/LytB domain	domain	
TIGR02670	cas_csx8	CRISPR-associated protein Cas8a1/Csx8, subtype I	equivalog	
TIGR02671	cas_csx9	CRISPR-associated protein Cas8a2/Csx9, subtype I-A/APERN	equivalog	
TIGR02672	cas_csm6	CRISPR type III-A/MTUBE-associated protein Csm6	equivalog	
TIGR02673	FtsE	cell division ATP-binding protein FtsE	equivalog	
TIGR02674	cas_cyan_RAMP_2	CRISPR-associated RAMP protein, Csx10 family	hypoth_equivalog	
TIGR02675	tape_meas_nterm	tape measure domain	domain	
TIGR02677	TIGR02677	TIGR02677 family protein	hypoth_equivalog	
TIGR02678	TIGR02678	TIGR02678 family protein	hypoth_equivalog	
TIGR02679	TIGR02679	TIGR02679 family protein	hypoth_equivalog	
TIGR02680	TIGR02680	TIGR02680 family protein	hypoth_equivalog	
TIGR02681	phage_pRha	phage regulatory protein, Rha family	subfamily	
TIGR02682	cas_csx11	CRISPR-associated protein, Csx11 family	hypoth_equivalog	
TIGR02683	upstrm_HI1419	putative addiction module killer protein	hypoth_equivalog	
TIGR02684	dnstrm_HI1420	probable addiction module antidote protein	hypoth_equivalog	
TIGR02685	pter_reduc_Leis	pteridine reductase	equivalog	1.5.1.33
TIGR02686	relax_trwC	conjugative relaxase domain	domain	
TIGR02687	TIGR02687	TIGR02687 family protein	hypoth_equivalog	
TIGR02688	TIGR02688	TIGR02688 family protein	hypoth_equivalog	
TIGR02689	ars_reduc_gluta	arsenate reductase, glutathione/glutaredoxin type	equivalog	1.20.4.1
TIGR02690	resist_ArsH	arsenical resistance protein ArsH	equivalog	
TIGR02691	arsC_pI258_fam	arsenate reductase (thioredoxin)	equivalog	1.20.4.- 3.1.3.48
TIGR02692	tRNA_CCA_actino	CCA tRNA nucleotidyltransferase	equivalog	2.7.7.72
TIGR02693	arsenite_ox_L	arsenite oxidase, large subunit	equivalog	1.20.9.1
TIGR02694	arsenite_ox_S	arsenite oxidase, small subunit	equivalog	1.20.9.1
TIGR02695	azurin	azurin	equivalog	
TIGR02696	pppGpp_PNP	guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase	exception	2.7.-.- 2.7.7.8
TIGR02697	WPE_wolbac	Wolbachia palindromic element domain	domain	
TIGR02698	CopY_TcrY	copper transport repressor, CopY/TcrY family	equivalog	
TIGR02699	archaeo_AfpA	archaeoflavoprotein AfpA	hypoth_equivalog	
TIGR02700	flavo_MJ0208	archaeoflavoprotein, MJ0208 family	hypoth_equivalog	
TIGR02701	shell_carb_anhy	carboxysome shell carbonic anhydrase	equivalog	4.2.1.1
TIGR02702	SufR_cyano	iron-sulfur cluster biosynthesis transcriptional regulator SufR	equivalog	
TIGR02703	carboxysome_A	carboxysome peptide A	equivalog	
TIGR02704	carboxysome_B	carboxysome peptide B	equivalog	
TIGR02705	nudix_YtkD	nucleoside triphosphatase YtkD	equivalog	3.6.1.-
